method,sparsity_ratio,measurement_ratio,noise_ratio,trial,converged,iterations,f_evals,cpu_time,mse,rel_err
MOPCGM,0.30,0.50,0.0010,4,true,2865,5730,36.829231100,5.5355177556e-08,4.3196066775e-01
CGPM,0.30,0.50,0.0010,4,true,966,2129,13.739398000,5.5288449517e-08,4.3170023520e-01
STTDFPM,0.30,0.50,0.0010,4,true,258,567,3.562319000,5.4896518766e-08,4.3016738776e-01
SOPP,0.30,0.50,0.0010,5,true,381,763,5.032559400,6.1124234267e-08,4.5806195171e-01
SDLP,0.30,0.50,0.0010,5,true,276,552,3.542969200,6.1116659707e-08,4.5803356914e-01
MOPCGM,0.30,0.50,0.0010,5,true,3381,6762,43.276903400,6.1127503164e-08,4.5807420002e-01
CGPM,0.30,0.50,0.0010,5,true,1145,2522,16.211900400,6.0970930038e-08,4.5748716397e-01
STTDFPM,0.30,0.50,0.0010,5,true,320,707,4.668210200,6.0331276658e-08,4.5508106015e-01
SOPP,0.30,0.50,0.0100,1,true,375,751,5.014492700,5.8166483111e-08,4.3971842683e-01
SDLP,0.30,0.50,0.0100,1,true,271,542,3.415818200,5.8167674847e-08,4.3972293136e-01
MOPCGM,0.30,0.50,0.0100,1,true,3328,6656,42.598468300,5.8167071942e-08,4.3972065250e-01
CGPM,0.30,0.50,0.0100,1,true,1130,2489,15.946084000,5.7998230977e-08,4.3908200239e-01
STTDFPM,0.30,0.50,0.0100,1,true,355,759,4.872986300,5.7350682884e-08,4.3662395501e-01
SOPP,0.30,0.50,0.0100,2,true,318,637,4.243919400,5.7996693504e-08,4.3910492165e-01
SDLP,0.30,0.50,0.0100,2,true,227,454,2.865547500,5.7990788801e-08,4.3908256822e-01
MOPCGM,0.30,0.50,0.0100,2,true,2812,5624,36.323261100,5.8000794878e-08,4.3912044756e-01
CGPM,0.30,0.50,0.0100,2,true,956,2107,13.492419900,5.7904376890e-08,4.3875530842e-01
STTDFPM,0.30,0.50,0.0100,2,true,269,600,3.985932100,5.7522757563e-08,4.3730710794e-01
SOPP,0.30,0.50,0.0100,3,true,345,691,4.596172600,5.5699041996e-08,4.3720749586e-01
SDLP,0.30,0.50,0.0100,3,true,248,496,3.129026900,5.5692802878e-08,4.3718300831e-01
MOPCGM,0.30,0.50,0.0100,3,true,3055,6110,39.161175600,5.5707335441e-08,4.3724004419e-01
CGPM,0.30,0.50,0.0100,3,true,1035,2280,14.523379800,5.5576720236e-08,4.3672715201e-01
STTDFPM,0.30,0.50,0.0100,3,true,285,630,3.937782600,5.5095227244e-08,4.3483122785e-01
SOPP,0.30,0.50,0.0100,4,true,325,651,4.364865600,5.5449444091e-08,4.3232831280e-01
SDLP,0.30,0.50,0.0100,4,true,232,465,2.978425500,5.5448389111e-08,4.3232420005e-01
MOPCGM,0.30,0.50,0.0100,4,true,2876,5752,37.271468500,5.5452790877e-08,4.3234135972e-01
CGPM,0.30,0.50,0.0100,4,true,976,2151,13.717912500,5.5338710742e-08,4.3189641409e-01
STTDFPM,0.30,0.50,0.0100,4,true,290,626,3.964100600,5.4810119436e-08,4.2982874325e-01
SOPP,0.30,0.50,0.0100,5,true,383,766,5.895986800,6.0622653203e-08,4.5617866853e-01
SDLP,0.30,0.50,0.0100,5,true,277,554,4.092434400,6.0618634355e-08,4.5616354760e-01
MOPCGM,0.30,0.50,0.0100,5,true,3393,6786,50.945367100,6.0630410767e-08,4.5620785500e-01
CGPM,0.30,0.50,0.0100,5,true,1150,2533,19.212439300,6.0468546526e-08,4.5559848185e-01
STTDFPM,0.30,0.50,0.0100,5,true,332,718,5.575057000,5.9936459651e-08,4.5358955631e-01
SOPP,0.30,0.50,0.1000,1,true,368,737,5.142226100,7.8747075922e-08,5.1162938593e-01
SDLP,0.30,0.50,0.1000,1,true,265,531,3.504545900,7.8748113023e-08,5.1163275500e-01
MOPCGM,0.30,0.50,0.1000,1,true,3263,6526,43.514287800,7.8749146812e-08,5.1163611330e-01
CGPM,0.30,0.50,0.1000,1,true,1105,2434,16.280611000,7.8692255039e-08,5.1145126593e-01
STTDFPM,0.30,0.50,0.1000,1,true,305,660,4.351012700,7.8543890211e-08,5.1096889839e-01
SOPP,0.30,0.50,0.1000,2,true,357,714,4.723004300,7.6390838260e-08,5.0394985612e-01
SDLP,0.30,0.50,0.1000,2,true,256,513,3.283756800,7.6390462830e-08,5.0394861776e-01
MOPCGM,0.30,0.50,0.1000,2,true,3158,6316,40.539516000,7.6391663713e-08,5.0395257886e-01
CGPM,0.30,0.50,0.1000,2,true,1066,2349,15.063717600,7.6379913333e-08,5.0391381899e-01
STTDFPM,0.30,0.50,0.1000,2,true,311,679,4.281658400,7.6306783398e-08,5.0367252512e-01
SOPP,0.30,0.50,0.1000,3,true,328,656,4.407347500,7.6085645123e-08,5.1099317566e-01
SDLP,0.30,0.50,0.1000,3,true,234,469,2.953740700,7.6083995202e-08,5.1098763518e-01
MOPCGM,0.30,0.50,0.1000,3,true,2902,5804,37.412776700,7.6084750886e-08,5.1099017279e-01
CGPM,0.30,0.50,0.1000,3,true,991,2183,13.943217000,7.6020545053e-08,5.1077452200e-01
STTDFPM,0.30,0.50,0.1000,3,true,264,582,3.671750100,7.5969830026e-08,5.1060411895e-01
SOPP,0.30,0.50,0.1000,4,true,373,747,4.896209700,7.1873115449e-08,4.9220759977e-01
SDLP,0.30,0.50,0.1000,4,true,269,539,3.393982800,7.1870606073e-08,4.9219900723e-01
MOPCGM,0.30,0.50,0.1000,4,true,3310,6620,42.382705500,7.1872603644e-08,4.9220584727e-01
CGPM,0.30,0.50,0.1000,4,true,1116,2459,15.644406800,7.1790660656e-08,4.9192518177e-01
STTDFPM,0.30,0.50,0.1000,4,true,310,676,4.255239600,7.1615714494e-08,4.9132543164e-01
SOPP,0.30,0.50,0.1000,5,true,374,749,5.044033400,8.3568443223e-08,5.3559764572e-01
SDLP,0.30,0.50,0.1000,5,true,270,540,3.526808000,8.3569374035e-08,5.3560062854e-01
MOPCGM,0.30,0.50,0.1000,5,true,3317,6634,43.161176000,8.3569574724e-08,5.3560127166e-01
CGPM,0.30,0.50,0.1000,5,true,1131,2491,16.094795700,8.3509706472e-08,5.3540938809e-01
STTDFPM,0.30,0.50,0.1000,5,true,307,659,4.230978400,8.3466153701e-08,5.3526975400e-01
SOPP,0.30,0.75,0.0000,1,true,79,158,1.155595400,5.8540646465e-10,4.4113043229e-02
SDLP,0.30,0.75,0.0000,1,true,46,93,0.862696400,5.8225528306e-10,4.3994155081e-02
MOPCGM,0.30,0.75,0.0000,1,true,664,1328,9.696633600,5.8525354390e-10,4.4107281216e-02
CGPM,0.30,0.75,0.0000,1,true,233,523,3.724894600,5.8485669975e-10,4.4092324720e-02
STTDFPM,0.30,0.75,0.0000,1,true,86,188,1.334990700,5.7541772063e-10,4.3735075307e-02
SOPP,0.30,0.75,0.0000,2,true,84,168,1.123470200,6.5311485483e-10,4.6597376777e-02
SDLP,0.30,0.75,0.0000,2,true,49,99,0.843712300,6.5466803542e-10,4.6652750777e-02
MOPCGM,0.30,0.75,0.0000,2,true,705,1410,9.136739200,6.5465318447e-10,4.6652221622e-02
CGPM,0.30,0.75,0.0000,2,true,250,561,3.546657200,6.5037619811e-10,4.6499577533e-02
STTDFPM,0.30,0.75,0.0000,2,true,82,182,1.144162700,6.3627021899e-10,4.5992549648e-02
SOPP,0.30,0.75,0.0000,3,true,77,155,1.005763300,7.9849965105e-10,5.2348121512e-02
SDLP,0.30,0.75,0.0000,3,true,44,89,0.573452800,7.9841264287e-10,5.2345269389e-02
MOPCGM,0.30,0.75,0.0000,3,true,647,1294,8.672572300,7.9958514696e-10,5.2383690953e-02
CGPM,0.30,0.75,0.0000,3,true,232,520,3.389302100,7.9814609728e-10,5.2336531072e-02
STTDFPM,0.30,0.75,0.0000,3,true,63,157,0.998480200,7.8203827768e-10,5.1805723321e-02
SOPP,0.30,0.75,0.0000,4,true,74,149,0.935399500,8.7749039731e-10,5.4385893268e-02
SDLP,0.30,0.75,0.0000,4,true,42,85,0.547845000,8.7511741175e-10,5.4312305962e-02
MOPCGM,0.30,0.75,0.0000,4,true,620,1240,8.223110800,8.7840482670e-10,5.4414223555e-02
CGPM,0.30,0.75,0.0000,4,true,213,481,3.038428100,8.7300966624e-10,5.4246860154e-02
STTDFPM,0.30,0.75,0.0000,4,true,68,158,0.999848000,8.5986476428e-10,5.3836913817e-02
SOPP,0.30,0.75,0.0000,5,true,81,162,1.039720400,6.4174374028e-10,4.6935162302e-02
SDLP,0.30,0.75,0.0000,5,true,47,95,0.787946700,6.4167321606e-10,4.6932583269e-02
MOPCGM,0.30,0.75,0.0000,5,true,678,1356,8.728869000,6.4331921408e-10,4.6992739639e-02
CGPM,0.30,0.75,0.0000,5,true,239,536,3.364951300,6.4259371885e-10,4.6966234425e-02
STTDFPM,0.30,0.75,0.0000,5,true,57,142,0.889379500,6.2980746280e-10,4.6496622245e-02
SOPP,0.30,0.75,0.0010,1,true,79,159,1.008995800,5.8575461577e-10,4.4126158666e-02
SDLP,0.30,0.75,0.0010,1,true,46,93,0.775164100,5.8445557417e-10,4.4077201705e-02
MOPCGM,0.30,0.75,0.0010,1,true,665,1330,8.546580200,5.8689365574e-10,4.4169040998e-02
CGPM,0.30,0.75,0.0010,1,true,238,533,3.407155400,5.8680323647e-10,4.4165638434e-02
STTDFPM,0.30,0.75,0.0010,1,true,76,174,1.128884100,5.6867530722e-10,4.3478089074e-02
SOPP,0.30,0.75,0.0010,2,true,84,168,1.092035700,6.5204378989e-10,4.6559152800e-02
SDLP,0.30,0.75,0.0010,2,true,50,101,0.888425300,6.4555901500e-10,4.6327051773e-02
MOPCGM,0.30,0.75,0.0010,2,true,705,1410,8.958666200,6.5362194864e-10,4.6615462920e-02
CGPM,0.30,0.75,0.0010,2,true,251,563,3.527033400,6.4915194475e-10,4.6455792044e-02
STTDFPM,0.30,0.75,0.0010,2,true,72,176,1.097416100,6.3159356342e-10,4.5823212783e-02
SOPP,0.30,0.75,0.0010,3,true,77,155,0.998501400,7.9825049560e-10,5.2339953795e-02
SDLP,0.30,0.75,0.0010,3,true,44,89,0.570317700,7.9830508690e-10,5.2341743495e-02
MOPCGM,0.30,0.75,0.0010,3,true,647,1294,8.476116400,7.9934115055e-10,5.2375697803e-02
CGPM,0.30,0.75,0.0010,3,true,235,526,3.302944000,7.9761559343e-10,5.2319134917e-02
STTDFPM,0.30,0.75,0.0010,3,true,56,138,0.863847100,7.8954924119e-10,5.2053908787e-02
SOPP,0.30,0.75,0.0010,4,true,74,149,0.963461000,8.7668922836e-10,5.4361059812e-02
SDLP,0.30,0.75,0.0010,4,true,42,85,0.554536000,8.7420335215e-10,5.4283933966e-02
MOPCGM,0.30,0.75,0.0010,4,true,619,1238,8.302334100,8.7815142429e-10,5.4406374275e-02
CGPM,0.30,0.75,0.0010,4,true,212,478,3.062831400,8.7781998787e-10,5.4396106140e-02
STTDFPM,0.30,0.75,0.0010,4,true,54,139,0.892156200,8.5705511814e-10,5.3748884600e-02
SOPP,0.30,0.75,0.0010,5,true,81,162,1.043716200,6.4021881323e-10,4.6879364900e-02
SDLP,0.30,0.75,0.0010,5,true,47,95,0.798312200,6.4026833055e-10,4.6881177792e-02
MOPCGM,0.30,0.75,0.0010,5,true,678,1356,8.984626000,6.4175366350e-10,4.6935525178e-02
CGPM,0.30,0.75,0.0010,5,true,239,536,3.438500100,6.4103602899e-10,4.6909275250e-02
STTDFPM,0.30,0.75,0.0010,5,true,64,159,0.993551300,6.2979063815e-10,4.6496001186e-02
SOPP,0.30,0.75,0.0100,1,true,82,164,1.074471500,7.0039269081e-10,4.8251305152e-02
SDLP,0.30,0.75,0.0100,1,true,48,97,0.826263500,6.9636084488e-10,4.8112224168e-02
MOPCGM,0.30,0.75,0.0100,1,true,687,1374,9.056563000,7.0201149707e-10,4.8307034199e-02
CGPM,0.30,0.75,0.0100,1,true,269,597,3.835773600,7.0009761714e-10,4.8241140005e-02
STTDFPM,0.30,0.75,0.0100,1,true,81,177,1.134792900,6.8243561299e-10,4.7628741223e-02
SOPP,0.30,0.75,0.0100,2,true,87,175,1.122700700,7.4469408889e-10,4.9757166521e-02
SDLP,0.30,0.75,0.0100,2,true,52,104,0.843609700,7.4533180924e-10,4.9778466789e-02
MOPCGM,0.30,0.75,0.0100,2,true,736,1472,9.435743500,7.4634931520e-10,4.9812433279e-02
CGPM,0.30,0.75,0.0100,2,true,282,627,4.076423900,7.4251020191e-10,4.9684154116e-02
STTDFPM,0.30,0.75,0.0100,2,true,62,154,0.973330800,7.2532878924e-10,4.9105953184e-02
SOPP,0.30,0.75,0.0100,3,true,80,160,1.033776800,9.0555215314e-10,5.5746867694e-02
SDLP,0.30,0.75,0.0100,3,true,46,93,0.774355400,9.0257954019e-10,5.5655293687e-02
MOPCGM,0.30,0.75,0.0100,3,true,670,1340,8.721392400,9.0649774356e-10,5.5775965936e-02
CGPM,0.30,0.75,0.0100,3,true,256,570,3.692722300,9.0241081442e-10,5.5650091419e-02
STTDFPM,0.30,0.75,0.0100,3,true,77,172,1.077422300,8.8389964275e-10,5.5076358186e-02
SOPP,0.30,0.75,0.0100,4,true,76,152,0.971511200,9.6933320853e-10,5.7161237918e-02
SDLP,0.30,0.75,0.0100,4,true,43,87,0.553760500,9.6768408091e-10,5.7112592982e-02
MOPCGM,0.30,0.75,0.0100,4,true,636,1272,8.301740000,9.6899995616e-10,5.7151411186e-02
CGPM,0.30,0.75,0.0100,4,true,229,514,3.209064200,9.6673337592e-10,5.7084530844e-02
STTDFPM,0.30,0.75,0.0100,4,true,53,137,0.857453800,9.5596904931e-10,5.6765830440e-02
SOPP,0.30,0.75,0.0100,5,true,83,166,1.046675700,7.3444969368e-10,5.0210960643e-02
SDLP,0.30,0.75,0.0100,5,true,49,98,0.828532800,7.3392834907e-10,5.0193136508e-02
MOPCGM,0.30,0.75,0.0100,5,true,697,1394,8.937317600,7.3556311763e-10,5.0249006077e-02
CGPM,0.30,0.75,0.0100,5,true,267,594,3.743731300,7.3181386044e-10,5.0120779738e-02
STTDFPM,0.30,0.75,0.0100,5,true,86,188,1.177532500,7.2329250501e-10,4.9828118182e-02
SOPP,0.30,0.75,0.1000,1,true,135,270,1.946666600,1.5186001721e-08,2.2467770800e-01
SDLP,0.30,0.75,0.1000,1,true,87,175,1.292068700,1.5184951706e-08,2.2466994035e-01
MOPCGM,0.30,0.75,0.1000,1,true,1166,2332,15.106284800,1.5185876992e-08,2.2467678532e-01
CGPM,0.30,0.75,0.1000,1,true,426,945,6.228453600,1.5163739866e-08,2.2451296494e-01
STTDFPM,0.30,0.75,0.1000,1,true,101,247,1.577746500,1.5094324420e-08,2.2399849607e-01
SOPP,0.30,0.75,0.1000,2,true,155,310,2.167401100,1.5055238016e-08,2.2372293113e-01
SDLP,0.30,0.75,0.1000,2,true,103,206,1.459617200,1.5051534541e-08,2.2369541235e-01
MOPCGM,0.30,0.75,0.1000,2,true,1346,2692,17.292885600,1.5055038563e-08,2.2372144917e-01
CGPM,0.30,0.75,0.1000,2,true,485,1074,6.816217600,1.5043415029e-08,2.2363506825e-01
STTDFPM,0.30,0.75,0.1000,2,true,122,289,1.824517200,1.4983997182e-08,2.2319297910e-01
SOPP,0.30,0.75,0.1000,3,true,131,263,1.865338200,1.4140780585e-08,2.2029286356e-01
SDLP,0.30,0.75,0.1000,3,true,84,169,1.099574600,1.4141778501e-08,2.2030063646e-01
MOPCGM,0.30,0.75,0.1000,3,true,1131,2262,14.633652000,1.4142990270e-08,2.2031007473e-01
CGPM,0.30,0.75,0.1000,3,true,406,902,5.878568000,1.4130540846e-08,2.2021308897e-01
STTDFPM,0.30,0.75,0.1000,3,true,104,251,1.586547500,1.4031621823e-08,2.1944094865e-01
SOPP,0.30,0.75,0.1000,4,true,126,252,1.796521100,1.5614924634e-08,2.2942198129e-01
SDLP,0.30,0.75,0.1000,4,true,80,161,1.168787900,1.5613878651e-08,2.2941429711e-01
MOPCGM,0.30,0.75,0.1000,4,true,1083,2166,13.660772000,1.5616194604e-08,2.2943131060e-01
CGPM,0.30,0.75,0.1000,4,true,389,865,5.584141700,1.5599006510e-08,2.2930501310e-01
STTDFPM,0.30,0.75,0.1000,4,true,92,235,1.476092000,1.5540522463e-08,2.2887475241e-01
SOPP,0.30,0.75,0.1000,5,true,143,286,2.013100400,1.4519502912e-08,2.2325098181e-01
SDLP,0.30,0.75,0.1000,5,true,93,187,1.351506900,1.4520124746e-08,2.2325576240e-01
MOPCGM,0.30,0.75,0.1000,5,true,1237,2474,15.821913600,1.4520142017e-08,2.2325589518e-01
CGPM,0.30,0.75,0.1000,5,true,457,1011,6.744305000,1.4506699460e-08,2.2315252756e-01
STTDFPM,0.30,0.75,0.1000,5,true,138,319,2.016326100,1.4420985031e-08,2.2249229022e-01
